基金名稱,名次,券商,總手續費,總手續費占比,交易金額,股票手續費,平均手續費率,投信,主基金名稱
統一股債傘型基金之統一前沿科技主動式ETF基金 (基金之配息來源可能為收益平準金),4,富邦證券,915228,11.52%,915227514,915228,0.10%,統一投信,統一股債傘型基金之統一前沿科技主動式ETF基金
統一股債傘型基金之統一前沿科技主動式ETF基金 (基金之配息來源可能為收益平準金),5,凱基證券,827849,10.42%,757609789,827849,0.11%,統一投信,統一股債傘型基金之統一前沿科技主動式ETF基金
統一全天候基金,1,統一綜合證券,9730842,27.44%,9731175400,9730842,0.10%,統一投信,統一全天候基金
統一全天候基金,2,凱基證券,4344835,12.25%,4345107000,4344835,0.10%,統一投信,統一全天候基金
統一全天候基金,3,台新證券,3062209,8.63%,3062379500,3062209,0.10%,統一投信,統一全天候基金
統一全天候基金,4,元大證券,2556854,7.21%,2557020282,2556854,0.10%,統一投信,統一全天候基金
統一全天候基金,5,兆豐證券,2072567,5.84%,2072668500,2072567,0.10%,統一投信,統一全天候基金
統一大滿貫基金,1,統一綜合證券,27574441,29.15%,27578812560,27574441,0.10%,統一投信,統一大滿貫基金
統一大滿貫基金,2,凱基證券,8656278,9.15%,8657064600,8656278,0.10%,統一投信,統一大滿貫基金
統一大滿貫基金,3,元大證券,8470293,8.95%,8471071100,8470293,0.10%,統一投信,統一大滿貫基金
統一大滿貫基金,4,國泰綜合證券,7285657,7.70%,7286870500,7285657,0.10%,統一投信,統一大滿貫基金
統一大滿貫基金,5,富邦證券,6612061,6.99%,6612812100,6612061,0.10%,統一投信,統一大滿貫基金
統一亞太基金,1,統一綜合證券,520932,29.62%,380128636,520932,0.14%,統一投信,統一亞太基金
統一亞太基金,2,凱基證券,189908,10.80%,178723853,189908,0.11%,統一投信,統一亞太基金
統一亞太基金,3,Daiwa-HK,188131,10.70%,169051517,188131,0.11%,統一投信,統一亞太基金
統一亞太基金,4,永豐金證券,194610,11.07%,130229363,194610,0.15%,統一投信,統一亞太基金
統一亞太基金,5,國泰綜合證券,170483,9.69%,121150381,170483,0.14%,統一投信,統一亞太基金
統一大龍印基金,1,統一綜合證券,4701398,30.84%,4085045007,4588026,0.11%,統一投信,統一大龍印基金
統一大龍印基金,2,Daiwa-HK,1401721,9.20%,1821014849,1400239,0.08%,統一投信,統一大龍印基金
統一大龍印基金,3,CITIC-SS,1336676,8.77%,1336671550,1336676,0.10%,統一投信,統一大龍印基金
統一大龍印基金,4,元大證券,1461988,9.59%,1254392134,1420982,0.11%,統一投信,統一大龍印基金
統一大龍印基金,5,富邦證券,1131583,7.42%,1051096289,1131583,0.11%,統一投信,統一大龍印基金
統一大中華中小基金,1,統一綜合證券,3607828,28.78%,3305048146,3607828,0.11%,統一投信,統一大中華中小基金
統一大中華中小基金,2,凱基證券,1690177,13.48%,1673056035,1690177,0.10%,統一投信,統一大中華中小基金
統一大中華中小基金,3,CITIC-SS,852106,6.80%,852098100,852106,0.10%,統一投信,統一大中華中小基金
統一大中華中小基金,4,Jefferies LCC,893215,7.13%,744345502,893215,0.12%,統一投信,統一大中華中小基金
統一大中華中小基金,5,Daiwa-HK,944374,7.53%,738348186,944374,0.13%,統一投信,統一大中華中小基金
統一新亞洲科技能源基金,1,統一綜合證券,3979732,27.99%,3558861853,3941993,0.11%,統一投信,統一新亞洲科技能源基金
統一新亞洲科技能源基金,2,Daiwa-HK,2098048,14.76%,2407538009,2098048,0.09%,統一投信,統一新亞洲科技能源基金
統一新亞洲科技能源基金,3,富邦證券,1128375,7.94%,856500360,1128375,0.13%,統一投信,統一新亞洲科技能源基金
統一新亞洲科技能源基金,4,元大證券,1044742,7.35%,840346195,1044742,0.12%,統一投信,統一新亞洲科技能源基金
統一新亞洲科技能源基金,5,Jefferies LCC,916737,6.45%,763947315,916737,0.12%,統一投信,統一新亞洲科技能源基金
統一亞洲大金磚基金,1,統一綜合證券,117102,30.56%,88261258,117102,0.13%,統一投信,統一亞洲大金磚基金
統一亞洲大金磚基金,2,Guosen-SZ,53248,13.90%,53244990,53248,0.10%,統一投信,統一亞洲大金磚基金
統一亞洲大金磚基金,3,國泰綜合證券,60092,15.68%,40875183,60092,0.15%,統一投信,統一亞洲大金磚基金
統一亞洲大金磚基金,4,CITIC-SS,32808,8.56%,32807774,32808,0.10%,統一投信,統一亞洲大金磚基金
統一亞洲大金磚基金,5,兆豐證券,31899,8.32%,31907000,31899,0.10%,統一投信,統一亞洲大金磚基金
統一大龍騰中國基金,1,統一綜合證券,3442182,31.09%,2923668979,3393268,0.12%,統一投信,統一大龍騰中國基金
統一大龍騰中國基金,2,凱基證券,1213032,10.96%,1146712696,1213032,0.11%,統一投信,統一大龍騰中國基金
統一大龍騰中國基金,3,Industrial Securities-SZ,1041430,9.41%,1041403480,1041430,0.10%,統一投信,統一大龍騰中國基金
統一大龍騰中國基金,4,國泰綜合證券,1132781,10.23%,1005131515,1112631,0.11%,統一投信,統一大龍騰中國基金
統一大龍騰中國基金,5,SWHY-SZ,801129,7.24%,801113078,801129,0.10%,統一投信,統一大龍騰中國基金
統一全球新科技基金,1,統一綜合證券,27632099,34.24%,22838296174,27208454,0.12%,統一投信,統一全球新科技基金
統一全球新科技基金,2,Daiwa-HK,6629216,8.21%,14507578039,6629216,0.05%,統一投信,統一全球新科技基金
統一全球新科技基金,3,永豐金證券,7549960,9.35%,5987503557,7549960,0.13%,統一投信,統一全球新科技基金
統一全球新科技基金,4,國泰綜合證券,5458066,6.76%,4549758269,5312878,0.12%,統一投信,統一全球新科技基金
統一全球新科技基金,5,華南永昌綜合證券,5731953,7.10%,4523232169,5731953,0.13%,統一投信,統一全球新科技基金
統一全球動態多重資產基金 (基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),1,統一綜合證券,937684,30.23%,841412480,937684,0.11%,統一投信,統一全球動態多重資產基金
統一全球動態多重資產基金 (基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2,凱基證券,449911,14.50%,439078364,449911,0.10%,統一投信,統一全球動態多重資產基金
統一全球動態多重資產基金 (基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),3,兆豐證券,401285,12.94%,401334730,401285,0.10%,統一投信,統一全球動態多重資產基金
統一全球動態多重資產基金 (基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4,Daiwa-HK,110206,3.55%,324502038,110206,0.03%,統一投信,統一全球動態多重資產基金
統一全球動態多重資產基金 (基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),5,永豐金證券,248343,8.01%,198882809,248343,0.12%,統一投信,統一全球動態多重資產基金
統一強漢基金,1,統一綜合證券,12362632,30.44%,10494932099,12362632,0.12%,統一投信,統一強漢基金
統一強漢基金,2,Industrial Securities-SZ,3838560,9.45%,3838505705,3838560,0.10%,統一投信,統一強漢基金
統一強漢基金,3,SWHY-SZ,3156348,7.77%,3156305262,3156348,0.10%,統一投信,統一強漢基金
統一強漢基金,4,Daiwa-HK,2562475,6.31%,2191113647,2562475,0.12%,統一投信,統一強漢基金
統一強漢基金,5,凱基證券,2213099,5.45%,2129715357,2213099,0.10%,統一投信,統一強漢基金
統一台灣動力基金,1,統一綜合證券,10692276,29.23%,10695080716,10692276,0.10%,統一投信,統一台灣動力基金
統一台灣動力基金,2,凱基證券,4143603,11.33%,4144569250,4143603,0.10%,統一投信,統一台灣動力基金
統一台灣動力基金,3,兆豐證券,3544540,9.69%,3545070400,3544540,0.10%,統一投信,統一台灣動力基金
統一台灣動力基金,4,台新證券,3477935,9.51%,3478365000,3477935,0.10%,統一投信,統一台灣動力基金
統一台灣動力基金,5,國泰綜合證券,3292106,9.00%,3292727200,3292106,0.10%,統一投信,統一台灣動力基金
統一大東協高股息基金,1,統一綜合證券,220787,30.12%,176622591,220787,0.13%,統一投信,統一大東協高股息基金
統一大東協高股息基金,2,Daiwa-HK,112892,15.40%,92454222,112892,0.12%,統一投信,統一大東協高股息基金
統一大東協高股息基金,3,凱基證券,92579,12.63%,89346091,92579,0.10%,統一投信,統一大東協高股息基金
統一大東協高股息基金,4,兆豐證券,87300,11.91%,87350000,87300,0.10%,統一投信,統一大東協高股息基金
統一大東協高股息基金,5,華南永昌綜合證券,48353,6.60%,34865967,48353,0.14%,統一投信,統一大東協高股息基金
統一NYSE FANG+ ETF基金,1,統一綜合證券,2297629,40.72%,17877641122,2297629,0.01%,統一投信,統一NYSE FANG+ ETF基金
統一NYSE FANG+ ETF基金,2,元大證券,2271120,40.25%,12910314808,2271120,0.02%,統一投信,統一NYSE FANG+ ETF基金
統一NYSE FANG+ ETF基金,3,永豐金證券,335005,5.94%,1791553540,335005,0.02%,統一投信,統一NYSE FANG+ ETF基金
統一NYSE FANG+ ETF基金,4,富邦證券,342537,6.07%,1731603011,342537,0.02%,統一投信,統一NYSE FANG+ ETF基金
統一NYSE FANG+ ETF基金,5,國泰綜合證券,147699,2.62%,1115869292,147699,0.01%,統一投信,統一NYSE FANG+ ETF基金
統一奔騰基金,1,統一綜合證券,35408466,29.23%,35409762450,35408466,0.10%,統一投信,統一奔騰基金
統一奔騰基金,2,元大證券,15786665,13.03%,15787147750,15786665,0.10%,統一投信,統一奔騰基金
統一奔騰基金,3,凱基證券,12248584,10.11%,12249192320,12248584,0.10%,統一投信,統一奔騰基金
統一奔騰基金,4,兆豐證券,8608481,7.11%,8608992600,8608481,0.10%,統一投信,統一奔騰基金
統一奔騰基金,5,群益金鼎證券,6324555,5.22%,6325695050,6324555,0.10%,統一投信,統一奔騰基金
統一彭博10年期以上Aa至A級美元優質公司債券ETF基金 (基金之配息來源可能為收益平準金),1,JP Morgan,0,0.00%,704962359,0,0.00%,統一投信,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金
統一彭博10年期以上Aa至A級美元優質公司債券ETF基金 (基金之配息來源可能為收益平準金),2,Jane Street Group-HK,0,0.00%,690303861,0,0.00%,統一投信,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金
統一彭博10年期以上Aa至A級美元優質公司債券ETF基金 (基金之配息來源可能為收益平準金),3,元大證券,0,0.00%,548108330,0,0.00%,統一投信,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金
統一彭博10年期以上Aa至A級美元優質公司債券ETF基金 (基金之配息來源可能為收益平準金),4,Susquehanna International,0,0.00%,355761076,0,0.00%,統一投信,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金
統一彭博10年期以上Aa至A級美元優質公司債券ETF基金 (基金之配息來源可能為收益平準金),5,nan,0,0.00%,0,0,0.00%,統一投信,統一彭博10年期以上Aa至A級美元優質公司債券ETF基金
統一全球智聯網AIoT基金,1,統一綜合證券,7448068,28.36%,6422394171,7340842,0.11%,統一投信,統一全球智聯網AIoT基金
統一全球智聯網AIoT基金,2,兆豐證券,3735293,14.22%,3735593350,3735293,0.10%,統一投信,統一全球智聯網AIoT基金
統一全球智聯網AIoT基金,3,Daiwa-HK,2908002,11.07%,2989059621,2855834,0.10%,統一投信,統一全球智聯網AIoT基金
統一全球智聯網AIoT基金,4,凱基證券,2361491,8.99%,2322937599,2361491,0.10%,統一投信,統一全球智聯網AIoT基金
統一全球智聯網AIoT基金,5,永豐金證券,1744223,6.64%,1367744674,1634759,0.12%,統一投信,統一全球智聯網AIoT基金
統一統信基金,1,統一綜合證券,1331267,28.72%,1331435128,1331267,0.10%,統一投信,統一統信基金
統一統信基金,2,凱基證券,368018,7.94%,368091375,368018,0.10%,統一投信,統一統信基金
統一統信基金,3,華南永昌綜合證券,295048,6.36%,295069900,295048,0.10%,統一投信,統一統信基金
統一統信基金,4,彰化商業銀行,258520,5.58%,258588000,258520,0.10%,統一投信,統一統信基金
統一統信基金,5,玉山綜合證券,251879,5.43%,251909600,251879,0.10%,統一投信,統一統信基金
統一經建基金,1,統一綜合證券,3342498,26.73%,3342626900,3342498,0.10%,統一投信,統一經建基金
統一經建基金,2,凱基證券,1464953,11.71%,1465003600,1464953,0.10%,統一投信,統一經建基金
統一經建基金,3,兆豐證券,983499,7.86%,983519400,983499,0.10%,統一投信,統一經建基金
統一經建基金,4,大和國泰證券,902199,7.21%,902213500,902199,0.10%,統一投信,統一經建基金
統一經建基金,5,玉山綜合證券,770638,6.16%,770657900,770638,0.10%,統一投信,統一經建基金
統一黑馬基金,1,統一綜合證券,48012344,28.82%,48014599724,48012344,0.10%,統一投信,統一黑馬基金
統一黑馬基金,2,元大證券,16694638,10.02%,16695651400,16694638,0.10%,統一投信,統一黑馬基金
統一黑馬基金,3,凱基證券,15355210,9.22%,15355877800,15355210,0.10%,統一投信,統一黑馬基金
統一黑馬基金,4,兆豐證券,10366623,6.22%,10367245450,10366623,0.10%,統一投信,統一黑馬基金
統一黑馬基金,5,富邦證券,9877338,5.93%,9877763200,9877338,0.10%,統一投信,統一黑馬基金
統一龍馬基金,1,統一綜合證券,16434726,29.96%,16435585200,16434726,0.10%,統一投信,統一龍馬基金
統一龍馬基金,2,凱基證券,6420776,11.71%,6420995100,6420776,0.10%,統一投信,統一龍馬基金
統一龍馬基金,3,元大證券,5176117,9.44%,5176368000,5176117,0.10%,統一投信,統一龍馬基金
統一龍馬基金,4,富邦證券,3839449,7.00%,3839547000,3839449,0.10%,統一投信,統一龍馬基金
統一龍馬基金,5,永豐金證券,3560541,6.49%,3560701000,3560541,0.10%,統一投信,統一龍馬基金
統一彭博美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),1,元大證券,0,0.00%,7134499242,0,0.00%,統一投信,統一彭博美國20年期以上公債ETF基金
統一彭博美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),2,Jane Street Group-HK,0,0.00%,5384112386,0,0.00%,統一投信,統一彭博美國20年期以上公債ETF基金
統一彭博美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),3,Susquehanna International,0,0.00%,696034289,0,0.00%,統一投信,統一彭博美國20年期以上公債ETF基金
統一彭博美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),4,nan,0,0.00%,0,0,0.00%,統一投信,統一彭博美國20年期以上公債ETF基金
統一彭博美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),5,nan,0,0.00%,0,0,0.00%,統一投信,統一彭博美國20年期以上公債ETF基金
統一台灣高息優選基金 (本基金並無保證收益及配息，配息來源可能為本金及收益平準金),1,統一綜合證券,5573158,29.57%,5574250190,5573158,0.10%,統一投信,統一台灣高息優選基金
統一台灣高息優選基金 (本基金並無保證收益及配息，配息來源可能為本金及收益平準金),2,元大證券,2300456,12.21%,2300708050,2300456,0.10%,統一投信,統一台灣高息優選基金
統一台灣高息優選基金 (本基金並無保證收益及配息，配息來源可能為本金及收益平準金),3,兆豐證券,1862049,9.88%,1862170500,1862049,0.10%,統一投信,統一台灣高息優選基金
